profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw
Michał Zenon Krzyżaniak,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0001-8195-5180,NA,NA,NA,26,30,402.049,NA,11288,151,UWM82700bd38ee24248ab890b01c8d5894b,https://bazawiedzy.uwm.edu.pl/info/author/UWM82700bd38ee24248ab890b01c8d5894b?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Jacek Kwiatkowski,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-9040-701X,NA,NA,NA,8,9,67.217,NA,1986,83,UWMe36b8331073040eeba897984fbc02f28,https://bazawiedzy.uwm.edu.pl/info/author/UWMe36b8331073040eeba897984fbc02f28?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Emilia Ludwiczak,dr inż.,adiunkt,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-6307-1522,NA,NA,NA,5,5,39.046,NA,1547,16,UWM5c7b824abf0b41b1a71d501fe4d47e9c,https://bazawiedzy.uwm.edu.pl/info/author/UWM5c7b824abf0b41b1a71d501fe4d47e9c?lang=pl&r=publication&tab=main,uwm,Adiunkt
Andrzej Kazimierz Łachacz,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2902-2767,NA,NA,NA,9,11,45.349,NA,2238,143,UWM782dd142ce364fe983fa9f54be23819e,https://bazawiedzy.uwm.edu.pl/info/author/UWM782dd142ce364fe983fa9f54be23819e?lang=pl&r=publication&tab=main,uwm,Profesor
Ewa Mackiewicz,dr inż.,adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-7764-669X,NA,NA,NA,8,9,26.293,NA,1209,20,UWM59834fe094fe4922a08a6ae0e7b1ad27,https://bazawiedzy.uwm.edu.pl/info/author/UWM59834fe094fe4922a08a6ae0e7b1ad27?lang=pl&r=publication&tab=main,uwm,Adiunkt
Joanna Majkowska-Gadomska,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0003-1693-0248,NA,NA,NA,7,9,49.628,NA,2241,101,UWMac10f01710bd446da430737f93100183,https://bazawiedzy.uwm.edu.pl/info/author/UWMac10f01710bd446da430737f93100183?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Marek Marks,prof. dr hab. inż.,profesor,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-3497-2292,NA,NA,NA,6,6,43.48,NA,1768,118,UWM9185eee85c5246dfa51fa85168c027d2,https://bazawiedzy.uwm.edu.pl/info/author/UWM9185eee85c5246dfa51fa85168c027d2?lang=pl&r=publication&tab=main,uwm,Profesor
Marcin Michalak,dr hab.,profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0003-1907-9719,NA,NA,NA,6,10,55.246,NA,1575,15,UWMd588cd743d17444f9aa912255f3fbd56,https://bazawiedzy.uwm.edu.pl/info/author/UWMd588cd743d17444f9aa912255f3fbd56?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Mariusz Nietupski,dr hab. inż.,profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-6509-4579,NA,NA,NA,10,9,60.699,NA,2670,90,UWMac690b4dca0f4d3c963115fb9c10fd8d,https://bazawiedzy.uwm.edu.pl/info/author/UWMac690b4dca0f4d3c963115fb9c10fd8d?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Anna Nogalska,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-3065-0421,NA,NA,NA,8,12,58.749,NA,2487,88,UWMa191260d2af1458995ac854ffade2d9a,https://bazawiedzy.uwm.edu.pl/info/author/UWMa191260d2af1458995ac854ffade2d9a?lang=pl&r=publication&tab=main,uwm,Profesor
Adam Okorski,prof. dr hab. inż.,profesor,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-9545-4771,NA,NA,NA,13,13,177.598,NA,6001,136,UWM7c4581b5849c458dbb717b4bface2aea,https://bazawiedzy.uwm.edu.pl/info/author/UWM7c4581b5849c458dbb717b4bface2aea?lang=pl&r=publication&tab=main,uwm,Profesor
Ewelina Anna Olba-Zięty,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-1236-0719,NA,NA,NA,10,12,187.723,NA,6105,76,UWMde4100d46ce14c8f89cc2fec030643ce,https://bazawiedzy.uwm.edu.pl/info/author/UWMde4100d46ce14c8f89cc2fec030643ce?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Marzenna Olszewska,dr hab. inż.,profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-2766-0792,NA,NA,NA,6,7,24.624,NA,1340,80,UWM5fe729f370fd4168a9b8d9fc244877f9,https://bazawiedzy.uwm.edu.pl/info/author/UWM5fe729f370fd4168a9b8d9fc244877f9?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Jacek Olszewski,dr hab. inż.,profesor uczelni,NA,Wydział Rolnictwa i Leśnictwa,0000-0001-5191-5989,NA,NA,NA,10,10,66.771,NA,2146,96,UWM1b0694deec1c43539291c35a7c661608,https://bazawiedzy.uwm.edu.pl/info/author/UWM1b0694deec1c43539291c35a7c661608?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Krzysztof Orzech,dr hab. inż.,adiunkt,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0001-5047-6101,NA,NA,NA,4,4,18.3,NA,1022,63,UWM326ec48ce19947eda991e5b2515bc9ab,https://bazawiedzy.uwm.edu.pl/info/author/UWM326ec48ce19947eda991e5b2515bc9ab?lang=pl&r=publication&tab=main,uwm,Adiunkt
Mirosław Orzechowski,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-0041-8525,NA,NA,NA,7,10,28.634,NA,1656,92,UWM8df329234738413fb25e8100cadc0b1f,https://bazawiedzy.uwm.edu.pl/info/author/UWM8df329234738413fb25e8100cadc0b1f?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Sebastian Wojciech Przemieniecki,dr inż.,adiunkt,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-1222-0310,NA,NA,NA,15,15,193.96,NA,6121,100,UWM5d6557f862684ef1b4fe57bcdad04f46,https://bazawiedzy.uwm.edu.pl/info/author/UWM5d6557f862684ef1b4fe57bcdad04f46?lang=pl&r=publication&tab=main,uwm,Adiunkt
Jerzy Andrzej Przyborowski,dr hab. inż.,profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-5453-9314,NA,NA,NA,11,11,67.216,NA,1881,42,UWM5c7f7283f89a4793abaf30105f7a7fac,https://bazawiedzy.uwm.edu.pl/info/author/UWM5c7f7283f89a4793abaf30105f7a7fac?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Agnieszka Maria Pszczółkowska,prof. dr hab. inż.,profesor,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0001-7958-9193,NA,NA,NA,13,13,102.395,NA,3249,119,UWM0efcdc9aa1c744c889b53df42f80d00b,https://bazawiedzy.uwm.edu.pl/info/author/UWM0efcdc9aa1c744c889b53df42f80d00b?lang=pl&r=publication&tab=main,uwm,Profesor
Elżbieta Rolka,dr inż.,adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-4520-3090,NA,NA,NA,6,11,53.273,NA,2118,57,UWM0f98f7baf59749fb863af9eb3a5b7035,https://bazawiedzy.uwm.edu.pl/info/author/UWM0f98f7baf59749fb863af9eb3a5b7035?lang=pl&r=publication&tab=main,uwm,Adiunkt
Marcin Sidoruk,dr hab. inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-4741-1803,NA,NA,NA,6,7,45.8,NA,1613,60,UWMabe90dd70a3f4a6d9854a65fbf5850e4,https://bazawiedzy.uwm.edu.pl/info/author/UWMabe90dd70a3f4a6d9854a65fbf5850e4?lang=pl&r=publication&tab=main,uwm,Adiunkt
Stanisław Sienkiewicz,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-3919-0361,NA,NA,NA,13,14,74.208,NA,2866,121,UWMf0d069550d6243cd94d94a10e858f82c,https://bazawiedzy.uwm.edu.pl/info/author/UWMf0d069550d6243cd94d94a10e858f82c?lang=pl&r=publication&tab=main,uwm,Profesor
Łukasz Bogdan Sikorski,dr inż.,adiunkt,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0001-9177-6856,NA,NA,NA,7,8,58.898,NA,1844,29,UWM0594b610c2da4b528d89b5265af4c873,https://bazawiedzy.uwm.edu.pl/info/author/UWM0594b610c2da4b528d89b5265af4c873?lang=pl&r=publication&tab=main,uwm,Adiunkt
Andrzej Józef Skwierawski,dr hab. inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1555-7907,NA,NA,NA,5,7,25.684,NA,1040,49,UWMe5d880d682e44e24acf787ac88030f9f,https://bazawiedzy.uwm.edu.pl/info/author/UWMe5d880d682e44e24acf787ac88030f9f?lang=pl&r=publication&tab=main,uwm,Adiunkt
Sławomir Grzegorz Smólczyński,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0001-7643-4284,NA,NA,NA,7,10,28.634,NA,1645,89,UWM5e0f00eb160d4cf297ad2b5d1ca07acd,https://bazawiedzy.uwm.edu.pl/info/author/UWM5e0f00eb160d4cf297ad2b5d1ca07acd?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Paweł Sowiński,dr hab.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-4804-8161,NA,NA,NA,7,10,47.468,NA,2137,75,UWM27a22177d76b4fabbb62fcbff95d56cd,https://bazawiedzy.uwm.edu.pl/info/author/UWM27a22177d76b4fabbb62fcbff95d56cd?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Arkadiusz Stępień,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-1138-9715,NA,NA,NA,9,10,62.869,NA,2469,134,UWM80731b65172b467b98d9804cd019ed00,https://bazawiedzy.uwm.edu.pl/info/author/UWM80731b65172b467b98d9804cd019ed00?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Mariusz Jerzy Stolarski,prof. dr hab. inż.,profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-0712-9678,NA,NA,NA,26,32,552.055,NA,16066,270,UWMe020abfc8bbf4b75836dbdd34c8496c6,https://bazawiedzy.uwm.edu.pl/info/author/UWMe020abfc8bbf4b75836dbdd34c8496c6?lang=pl&r=publication&tab=main,uwm,Profesor
Elżbieta Suchowilska,prof. dr hab. inż.,profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-8999-6742,NA,NA,NA,14,15,106.475,NA,3034,64,UWM7b0983da7a25423f8422514b5142991c,https://bazawiedzy.uwm.edu.pl/info/author/UWM7b0983da7a25423f8422514b5142991c?lang=pl&r=publication&tab=main,uwm,Profesor
Paweł Sulima,dr hab. inż.,profesor uczelni,Katedra Genetyki i Patofizjologii Roślin,Wydział Rolnictwa i Leśnictwa,0000-0002-8290-8180,NA,NA,NA,9,8,88.959,NA,2657,36,UWMe7bd86411d09423184c6e474edbd9300,https://bazawiedzy.uwm.edu.pl/info/author/UWMe7bd86411d09423184c6e474edbd9300?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Artur Szatkowski,dr inż.,adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-1817-9371,NA,NA,NA,7,6,54.42,NA,1800,14,UWMb78b2c9afa1340a9b3064a5213dea6ba,https://bazawiedzy.uwm.edu.pl/info/author/UWMb78b2c9afa1340a9b3064a5213dea6ba?lang=pl&r=publication&tab=main,uwm,Adiunkt
Sławomir Szymczyk,dr hab. inż.,profesor uczelni,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-8845-2594,NA,NA,NA,6,7,20.78,NA,1084,92,UWMcf4087fe371d417cb1e4059a02fbcc33,https://bazawiedzy.uwm.edu.pl/info/author/UWMcf4087fe371d417cb1e4059a02fbcc33?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Józef Tyburski,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-7293-3075,NA,NA,NA,9,10,70.462,NA,3162,283,UWM80d836d084ec4ec189daa84d9e0cce9d,https://bazawiedzy.uwm.edu.pl/info/author/UWM80d836d084ec4ec189daa84d9e0cce9d?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Urszula Barbara Wachowska,prof. dr hab. inż.,profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-9043-6128,NA,NA,NA,11,14,119.483,NA,3490,216,UWM5bf6a8511d6e4de1bb4f0e89ed709d3f,https://bazawiedzy.uwm.edu.pl/info/author/UWM5bf6a8511d6e4de1bb4f0e89ed709d3f?lang=pl&r=publication&tab=main,uwm,Profesor
Kazimierz Warmiński,dr hab. inż.,profesor uczelni,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0003-1674-2319,NA,NA,NA,16,17,142.566,NA,4249,66,UWM7da33e668c7c44e581ba884ba458c0a3,https://bazawiedzy.uwm.edu.pl/info/author/UWM7da33e668c7c44e581ba884ba458c0a3?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Jadwiga Wierzbowska,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-2637-2999,NA,NA,NA,13,14,73.652,NA,2897,102,UWM4b6adb03aebe4272a09a1c6ab54db979,https://bazawiedzy.uwm.edu.pl/info/author/UWM4b6adb03aebe4272a09a1c6ab54db979?lang=pl&r=publication&tab=main,uwm,Profesor
Marian Wojciech Wiwart,prof. dr hab. inż.,profesor,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0003-2693-7021,NA,NA,NA,16,16,122.45,NA,3320,109,UWMfaf0f31ea45842cb8eadbf95729e1673,https://bazawiedzy.uwm.edu.pl/info/author/UWMfaf0f31ea45842cb8eadbf95729e1673?lang=pl&r=publication&tab=main,uwm,Profesor
Jadwiga Wyszkowska,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-2156-3780,NA,NA,NA,27,28,378.522,NA,11520,267,UWMfa9f192014204a8e83d195fd0c1e4f63,https://bazawiedzy.uwm.edu.pl/info/author/UWMfa9f192014204a8e83d195fd0c1e4f63?lang=pl&r=publication&tab=main,uwm,Profesor
Mirosław Wyszkowski,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0001-8194-6313,NA,NA,NA,16,19,187.266,NA,7195,201,UWM003c2ec8ee754b5e9798eca5b9c4e459,https://bazawiedzy.uwm.edu.pl/info/author/UWM003c2ec8ee754b5e9798eca5b9c4e459?lang=pl&r=publication&tab=main,uwm,Profesor
Magdalena Zaborowska,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-0092-2729,NA,NA,NA,10,13,130.247,NA,4283,54,UWM737a03ac7106480fbecf4045cf05d68a,https://bazawiedzy.uwm.edu.pl/info/author/UWM737a03ac7106480fbecf4045cf05d68a?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Dariusz Załuski,dr hab. inż.,profesor uczelni,Katedra Hodowli Roślin i Inżynierii Biosurowców,Wydział Rolnictwa i Leśnictwa,0000-0002-5904-3035,NA,NA,NA,22,21,239.946,NA,7384,102,UWMb83987221c6846eaa42dc061fe2e8cba,https://bazawiedzy.uwm.edu.pl/info/author/UWMb83987221c6846eaa42dc061fe2e8cba?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Andrzej Cezary Żołnowski,dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0002-8575-5431,NA,NA,NA,6,11,41.733,NA,1860,142,UWM19a8db357fed408c8918adc9239ddbdb,https://bazawiedzy.uwm.edu.pl/info/author/UWM19a8db357fed408c8918adc9239ddbdb?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Krystyna Żuk-Gołaszewska,prof. dr hab. inż.,profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-7880-4012,NA,NA,NA,12,15,101.172,NA,3547,128,UWM1ecc862258844151b85415065bd1c8cc,https://bazawiedzy.uwm.edu.pl/info/author/UWM1ecc862258844151b85415065bd1c8cc?lang=pl&r=publication&tab=main,uwm,Profesor
