profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw,if_per_pub,mein_per_pub,if_to_mein,n_pub_oa,mean_fwci,avg_authors_per_pub,h_index_oa,cited_total,n_unique_coauthors,fwci_top10_pct,kategoria
"Anna Kołton, prof. URK",dr inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-9827-5544,NA,NA,NA,4,13,89.844,34.631,2794,69,UR5ea77485d025472f904db9ab95db3938,https://repo.ur.krakow.pl/info/author/UR5ea77485d025472f904db9ab95db3938?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.302086956521739,40.492753623188406,0.03215604867573371,63,1.9058333333333333,4.587301587301587,14,1109,113,FALSE,A
Monika Komorowska,dr inż.,adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-9131-5387,NA,NA,NA,7,13,87.077,39.127,4234,80,URc21b651d8e3f43dfb1986305ff857f85,https://repo.ur.krakow.pl/info/author/URc21b651d8e3f43dfb1986305ff857f85?lang=pl&r=publication&tab=main,urk,adiunkt,1.0884624999999999,52.925,0.02056613131790269,61,4.307787037037037,8.573770491803279,16,2311,187,TRUE,A
Małgorzata Koncewicz-Baran,dr inż.,asystent,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-7703-7560,NA,NA,NA,4,4,7.804,4.987,263,22,UR0cdcb93cb9be450082ca902f0b4bea5c,https://repo.ur.krakow.pl/info/author/UR0cdcb93cb9be450082ca902f0b4bea5c?lang=pl&r=publication&tab=main,urk,asystent naukowo-dydaktyczny,0.3547272727272727,11.954545454545455,0.02967300380228137,14,0.6527,3.2857142857142856,5,113,20,FALSE,A
Michał Kopeć,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0002-9992-7695,NA,NA,NA,14,15,140.022,55.068,3775,100,URdf047789412f441ca958e940fb265b39,https://repo.ur.krakow.pl/info/author/URdf047789412f441ca958e940fb265b39?lang=pl&r=publication&tab=main,urk,profesor,1.40022,37.75,0.03709192052980132,128,0.8591602769291339,3.9375,17,1168,128,FALSE,A
"Anna Korus, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Produktów Roślinnych i Higieny Żywienia,Wydział Technologii Żywności,0000-0003-2980-2368,NA,NA,NA,3,13,50.945,25.711,2019,69,UR816606ce1ff74ef0b54b113d4cd953d2,https://repo.ur.krakow.pl/info/author/UR816606ce1ff74ef0b54b113d4cd953d2?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.7383333333333333,29.26086956521739,0.02523278850916295,65,1.0235846153846153,2.8461538461538463,20,1411,31,FALSE,A
"Jarosław Korus, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Węglowodanów i Przetwórstwa Zbóż,Wydział Technologii Żywności,0000-0001-5659-5275,NA,NA,NA,2,24,115.615,51.713,3066,144,URc7cc698f96284629880fae47f8e7cb39,https://repo.ur.krakow.pl/info/author/URc7cc698f96284629880fae47f8e7cb39?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8028819444444444,21.291666666666668,0.03770874103065884,83,2.2707433734939757,3.9156626506024095,30,3285,68,FALSE,A
Barbara Kowalczyk,dr inż.,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,2,5,24.618,8.152,780,11,UR2c99be30a9254e79a9848523acf08cae,https://repo.ur.krakow.pl/info/author/UR2c99be30a9254e79a9848523acf08cae?lang=pl&r=publication&tab=main,urk,asystent,2.238,70.9090909090909,0.03156153846153846,7,1.8289714285714287,4.857142857142857,4,63,16,FALSE,A
Maria Kowalik,prof. dr hab. inż.,profesor,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,NA,NA,NA,1.495,249,70,UR615f344df48a4f638dd9fd26105f018c,https://repo.ur.krakow.pl/info/author/UR615f344df48a4f638dd9fd26105f018c?lang=pl&r=publication&tab=main,urk,profesor,NA,3.557142857142857,NA,NA,NA,NA,NA,NA,NA,NA,A
"Iwona Kowalska, prof. URK",dr hab. inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0012-6143,NA,NA,NA,9,12,89.392,35.964,2874,74,URd42fae525bda477ea2a690b1b8ed5e92,https://repo.ur.krakow.pl/info/author/URd42fae525bda477ea2a690b1b8ed5e92?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.208,38.83783783783784,0.03110368823938761,57,1.4728425925925925,4.4035087719298245,15,816,58,FALSE,A
Grzegorz Kowalski,dr inż.,adiunkt,Katedra Inżynierii i Aparatury Przemysłu Spożywczego,Wydział Technologii Żywności,0000-0002-3339-3301,NA,NA,NA,2,8,42.857,12.25,940,18,UR00ca693df0a74e2e98bc9215e2f6324b,https://repo.ur.krakow.pl/info/author/UR00ca693df0a74e2e98bc9215e2f6324b?lang=pl&r=publication&tab=main,urk,adiunkt,2.3809444444444443,52.22222222222222,0.04559255319148936,20,1.20696,3.8,10,537,35,FALSE,A
"Stanisław Kowalski, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Węglowodanów i Przetwórstwa Zbóż,Wydział Technologii Żywności,0000-0001-5269-0291,NA,NA,NA,17,21,143.756,57.58,4148,168,UR14420d2f59f34b1993871ee1077c4fa7,https://repo.ur.krakow.pl/info/author/UR14420d2f59f34b1993871ee1077c4fa7?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8556904761904762,24.69047619047619,0.034656702025072324,125,1.679584426229508,4.728,24,2159,261,FALSE,A
Aleksandra Koźmińska,dr inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-3224-6377,NA,NA,NA,1,9,65.977,23.898,1991,44,UR1aa0e189c7744fa3ae3a79fffb03f358,https://repo.ur.krakow.pl/info/author/UR1aa0e189c7744fa3ae3a79fffb03f358?lang=pl&r=publication&tab=main,urk,adiunkt,1.4994772727272727,45.25,0.03313761928679056,38,2.4789,4.657894736842105,10,472,65,FALSE,A
Maciej Kuboń,prof. dr hab. inż.,profesor,"Katedra Inżynierii Produkcji, Logistyki i Informatyki Stosowanej",Wydział Inżynierii Produkcji i Energetyki,0000-0003-4847-8743,NA,NA,NA,17,20,175.9,82.507,10526,285,UR1997705c1d41437f95b3dd3792fd9f5a,https://repo.ur.krakow.pl/info/author/UR1997705c1d41437f95b3dd3792fd9f5a?lang=pl&r=publication&tab=main,urk,profesor,0.6171929824561404,36.93333333333333,0.0167110013300399,237,1.2135982905982905,4.489451476793249,21,1563,339,FALSE,A
Bogdan Kulig,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-5152-5064,NA,NA,NA,6,9,54.576,32.122,2812,112,UR51e5330b2573446b8ca1098beb00d3eb,https://repo.ur.krakow.pl/info/author/UR51e5330b2573446b8ca1098beb00d3eb?lang=pl&r=publication&tab=main,urk,profesor,0.48728571428571427,25.107142857142858,0.019408250355618776,NA,NA,NA,NA,NA,NA,NA,A
Edward Kunicki,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6467-6312,NA,NA,NA,11,10,54.82,24.326,1766,45,UR808829e0417c4178b17298397b23850f,https://repo.ur.krakow.pl/info/author/UR808829e0417c4178b17298397b23850f?lang=pl&r=publication&tab=main,urk,profesor,1.2182222222222223,39.24444444444445,0.031041902604756512,NA,NA,NA,NA,NA,NA,NA,A
Halina Kurzawińska,prof. dr hab. inż.,profesor,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-9433-9149,NA,NA,NA,NA,4,4.006,3.924,330,46,UR9f9a4e4e575d4310b487dc4b3dadf9d4,https://repo.ur.krakow.pl/info/author/UR9f9a4e4e575d4310b487dc4b3dadf9d4?lang=pl&r=publication&tab=main,urk,profesor,0.08708695652173913,7.173913043478261,0.01213939393939394,NA,NA,NA,NA,NA,NA,NA,A
Iwona Ledwożyw-Smoleń,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-1419-1162,NA,NA,NA,9,14,86.278,34.852,2309,62,UR289ff1d20da243f1bef8c6b53249aa7d,https://repo.ur.krakow.pl/info/author/UR289ff1d20da243f1bef8c6b53249aa7d?lang=pl&r=publication&tab=main,urk,adiunkt,1.3915806451612904,37.24193548387097,0.037365959289735816,1,0,5,0,0,4,FALSE,A
"Anna Lenart-Boroń, prof. URK",dr hab. inż.,profesor uczelni,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-3655-7567,NA,NA,NA,16,16,227.744,74.829,6327,107,URb63a965b037f4652be9c28a503ad48a4,https://repo.ur.krakow.pl/info/author/URb63a965b037f4652be9c28a503ad48a4?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.128448598130841,59.13084112149533,0.03599557452189031,3,3.923766666666667,8.333333333333334,1,1,18,TRUE,A
Andrzej Lepiarczyk,prof. dr hab. inż.,profesor,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7417-7349,NA,NA,NA,7,9,46.367,22.148,2134,100,UR989038dcdfc94873b0199fb238a4b808,https://repo.ur.krakow.pl/info/author/UR989038dcdfc94873b0199fb238a4b808?lang=pl&r=publication&tab=main,urk,profesor,0.46366999999999997,21.34,0.021727741330834112,NA,NA,NA,NA,NA,NA,NA,A
Agnieszka Lis-Krzyścin,dr hab. inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-6630-3245,NA,NA,NA,1,5,14.59,6.097,428,27,UR9472585afedb43e6bdf296084b067307,https://repo.ur.krakow.pl/info/author/UR9472585afedb43e6bdf296084b067307?lang=pl&r=publication&tab=main,urk,adiunkt,0.5403703703703704,15.851851851851851,0.03408878504672897,16,0.6103500000000001,2.5,5,134,17,FALSE,A
"Alicja Macko-Podgórni, prof. URK",dr inż.,profesor uczelni,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-2416-2808,NA,NA,NA,7,12,119.008,33.896,2879,40,UR1a0e41431ae945e397d028d232fffc33,https://repo.ur.krakow.pl/info/author/UR1a0e41431ae945e397d028d232fffc33?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.9752,71.975,0.04133657519972212,1,0,10,0,0,9,FALSE,A
Małgorzata Malik,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4502-2057,NA,NA,NA,NA,6,14.41,7.118,693,27,URbb3977c7dce44c50ae66bd762a8eda4e,https://repo.ur.krakow.pl/info/author/URbb3977c7dce44c50ae66bd762a8eda4e?lang=pl&r=publication&tab=main,urk,adiunkt,0.5337037037037037,25.666666666666668,0.020793650793650795,NA,NA,NA,NA,NA,NA,NA,A
Krystian Marzec,mgr inż.,asystent,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4796-4224,NA,NA,NA,1,3,16.2,3.92,360,4,URKce8a31e100d64c50a811987a761aabe6,https://repo.ur.krakow.pl/info/author/URKce8a31e100d64c50a811987a761aabe6?lang=pl&r=publication&tab=main,urk,asystent,4.05,90,0.045,4,4.28335,9.5,3,76,21,TRUE,A
Małgorzata Maślanka,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0002-4251-0928,NA,NA,NA,NA,5,25.794,11.296,911,32,UR7f7aabc08f274735b0762bfe57140854,https://repo.ur.krakow.pl/info/author/UR7f7aabc08f274735b0762bfe57140854?lang=pl&r=publication&tab=main,urk,adiunkt,0.8060625,28.46875,0.028313940724478594,31,0.39291290322580646,2.5161290322580645,7,127,27,FALSE,A
Justyna Mazur,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-5685-1603,NA,NA,NA,1,3,19.39,7.929,819,29,UR47a181b9e59d4ad986dc35a4351e5b7a,https://repo.ur.krakow.pl/info/author/UR47a181b9e59d4ad986dc35a4351e5b7a?lang=pl&r=publication&tab=main,urk,adiunkt,0.6686206896551724,28.24137931034483,0.023675213675213677,33,1.4292172413793103,26.696969696969695,10,237,240,FALSE,A
Stanisław Mazur,prof. dr hab. inż.,profesor,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-0325-4391,NA,NA,NA,1,5,31.63,11.647,1093,45,URf1de9aff63c54ae488501c0fa7ec90ad,https://repo.ur.krakow.pl/info/author/URf1de9aff63c54ae488501c0fa7ec90ad?lang=pl&r=publication&tab=main,urk,profesor,0.7028888888888889,24.288888888888888,0.028938700823421773,106,1.111351923076923,2.660377358490566,10,330,76,FALSE,A
Anna Miechówka,prof. dr hab. inż.,profesor,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-2858-8136,NA,NA,NA,2,7,18.46,11.486,691,37,URc9271b2935494f24ae7adcf2f22b946f,https://repo.ur.krakow.pl/info/author/URc9271b2935494f24ae7adcf2f22b946f?lang=pl&r=publication&tab=main,urk,profesor,0.49891891891891893,18.675675675675677,0.026714905933429813,38,0.45496315789473685,2.8157894736842106,8,184,24,FALSE,A
Amisalu Milkias Misebo,NA,NA,Katedra Inżynierii Ekologicznej i Hydrologii Leśnej,Wydział Leśny,NA,NA,NA,NA,3,4,39.049,11.667,1540,11,UR7a6cdaecde384cac8a2aff0dbad79441,https://repo.ur.krakow.pl/info/author/UR7a6cdaecde384cac8a2aff0dbad79441?lang=pl&r=publication&tab=main,urk,NA,3.549909090909091,140,0.025356493506493508,12,1.6210083333333334,4.583333333333333,5,95,22,FALSE,A
Paweł Mundała,dr inż.,asystent,"Katedra Ekologii, Klimatologii i Ochrony Powietrza",Wydział Inżynierii Środowiska i Geodezji,0000-0003-1226-0662,NA,NA,NA,4,5,18.544,8.937,737,32,16099,https://repo.ur.krakow.pl/info/author/16099?lang=pl&r=publication&tab=main,urk,asystent,0.5795,23.03125,0.025161465400271373,32,0.533609375,3.5625,4,176,24,FALSE,A
Piotr Muras,dr hab. inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-9561-5005,NA,NA,NA,1,3,8.731,3.959,470,33,UR710bf454aa0640358e86a36b6cfb02e2,https://repo.ur.krakow.pl/info/author/UR710bf454aa0640358e86a36b6cfb02e2?lang=pl&r=publication&tab=main,urk,adiunkt,0.2645757575757576,14.242424242424242,0.01857659574468085,14,0.6841642857142857,3.0714285714285716,4,251,16,FALSE,A
Jacek Nawrocki,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-2664-8393,NA,NA,NA,3,6,18.823,10.12,988,61,UR7dc78b732f7e40058308856b85166050,https://repo.ur.krakow.pl/info/author/UR7dc78b732f7e40058308856b85166050?lang=pl&r=publication&tab=main,urk,adiunkt,0.3085737704918033,16.19672131147541,0.019051619433198382,NA,NA,NA,NA,NA,NA,NA,A
"Paweł Nicia, prof. URK",dr inż.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-6556-5868,NA,NA,NA,NA,10,71.45,29.049,2413,66,UR765c1b174ed14daf9e8423462d7ae112,https://repo.ur.krakow.pl/info/author/UR765c1b174ed14daf9e8423462d7ae112?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.0825757575757575,36.56060606060606,0.02961044343141318,41,1.6264025,5.487804878048781,10,338,84,FALSE,A
"Marcin Niemiec, prof. URK",dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0001-9144-3728,NA,NA,NA,10,19,173.194,77.79,7996,200,UR06f684d63f054eb281571f2079e1802f,https://repo.ur.krakow.pl/info/author/UR06f684d63f054eb281571f2079e1802f?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.8659699999999999,39.98,0.02166008004002001,172,1.2537567901234568,5.122093023255814,20,1339,221,FALSE,A
Barbara Nowak,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-8081-5239,NA,NA,NA,1,6,30.395,12.014,961,22,UR3734a6b85ed74742a8f16364fbc716f1,https://repo.ur.krakow.pl/info/author/UR3734a6b85ed74742a8f16364fbc716f1?lang=pl&r=publication&tab=main,urk,adiunkt,1.381590909090909,43.68181818181818,0.03162851196670135,NA,NA,NA,NA,NA,NA,NA,A
"Andrzej Oleksy, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3102-676X,NA,NA,NA,6,9,52.109,30.957,2257,95,UR54db415de42d474f9f1f62af7c82ee85,https://repo.ur.krakow.pl/info/author/UR54db415de42d474f9f1f62af7c82ee85?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.5485157894736842,23.757894736842104,0.02308772707133363,NA,NA,NA,NA,NA,NA,NA,A
Marek Ostafin,dr inż.,adiunkt,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0001-9089-114X,NA,NA,NA,6,5,14.386,9.739,510,29,UR00f1343e26584a5bb759d43432801134,https://repo.ur.krakow.pl/info/author/UR00f1343e26584a5bb759d43432801134?lang=pl&r=publication&tab=main,urk,adiunkt,0.49606896551724133,17.586206896551722,0.0282078431372549,13,2.2286615384615382,5.153846153846154,6,208,36,FALSE,A
Piotr Pałka,NA,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0001-5958-7422,NA,NA,NA,2,3,8.273,3.623,330,5,UR3cae9d3fd8d644a2998166d8800ac7af,https://repo.ur.krakow.pl/info/author/UR3cae9d3fd8d644a2998166d8800ac7af?lang=pl&r=publication&tab=main,urk,asystent,1.6545999999999998,66,0.025069696969696968,103,1.215615,4.349514563106796,11,473,204,FALSE,A
Bożena Pawłowska,prof. dr hab. inż.,profesor,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0922-8194,NA,NA,NA,8,13,115.661,45.579,3788,115,URe096e280cadd4be189e45567fa5cf5cb,https://repo.ur.krakow.pl/info/author/URe096e280cadd4be189e45567fa5cf5cb?lang=pl&r=publication&tab=main,urk,profesor,1.0057478260869566,32.93913043478261,0.030533526927138333,107,0.9045859813084112,3.2523364485981308,17,861,88,FALSE,A
Przemysław Petryszak,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-8507-8928,NA,NA,NA,NA,6,36.639,11.361,758,20,URe020fc345d714ac0a98e172a30664a67,https://repo.ur.krakow.pl/info/author/URe020fc345d714ac0a98e172a30664a67?lang=pl&r=publication&tab=main,urk,adiunkt,1.8319500000000002,37.9,0.04833641160949868,24,1.1408208333333334,4.75,8,269,37,FALSE,A
"Sławomir Pietrzyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Analizy i Oceny Jakości Żywności,Wydział Technologii Żywności,0000-0002-0757-2111,NA,NA,NA,17,17,133.545,48.26,2946,131,UR1c6044792fd44577af3050ba3707784c,https://repo.ur.krakow.pl/info/author/UR1c6044792fd44577af3050ba3707784c?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.0194274809160304,22.48854961832061,0.04533095723014256,81,1.7159205128205128,4.074074074074074,20,1246,85,FALSE,A
Agnieszka Płażek,prof. dr hab. inż.,profesor,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-2119-5890,NA,NA,NA,8,13,114.538,41.706,2928,53,URb9ce860b7233493e8447d9ce26c529dd,https://repo.ur.krakow.pl/info/author/URb9ce860b7233493e8447d9ce26c529dd?lang=pl&r=publication&tab=main,urk,profesor,2.1610943396226414,55.24528301886792,0.0391181693989071,106,1.2191201923076924,4.2075471698113205,18,1000,79,FALSE,A
"Maria Pobożniak, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-4930-2865,NA,NA,NA,NA,5,24.891,12.339,927,58,URdabb3a235063400698c3097c21ae0479,https://repo.ur.krakow.pl/info/author/URdabb3a235063400698c3097c21ae0479?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.4291551724137931,15.982758620689655,0.02685113268608414,51,0.9164972972972973,2.6470588235294117,7,161,27,FALSE,A
"Ewa Pociecha, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-1093-8150,NA,NA,NA,3,18,192.481,60.169,3163,66,URd3fd88897e424a91af953347731e106c,https://repo.ur.krakow.pl/info/author/URd3fd88897e424a91af953347731e106c?lang=pl&r=publication&tab=main,urk,profesor uczelni,2.916378787878788,47.92424242424242,0.0608539361365792,78,2.5638567567567567,5.166666666666667,21,1283,95,FALSE,A
"Agata Ptak, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-6614-0258,NA,NA,NA,12,19,88.298,34.571,2193,94,UR303d64705d1b43dba5d82e2934e93c45,https://repo.ur.krakow.pl/info/author/UR303d64705d1b43dba5d82e2934e93c45?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.9393404255319149,23.329787234042552,0.04026356589147287,72,1.758413888888889,6.652777777777778,25,1753,134,FALSE,A
"Joanna Puła, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3672-5690,NA,NA,NA,1,9,48.112,18.564,1871,81,UR138df19f07d44b6aa8ddf1e173cbc9a7,https://repo.ur.krakow.pl/info/author/UR138df19f07d44b6aa8ddf1e173cbc9a7?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.5939753086419753,23.098765432098766,0.02571459112773918,42,0.9927761904761905,5.023809523809524,9,233,63,FALSE,A
Katarzyna Pużyńska,dr inż.,adiunkt,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-7875-6655,NA,NA,NA,6,7,30.018,11.428,904,49,UR7c168a2deaf94f3b96d6d992931f6d52,https://repo.ur.krakow.pl/info/author/UR7c168a2deaf94f3b96d6d992931f6d52?lang=pl&r=publication&tab=main,urk,adiunkt,0.6126122448979592,18.448979591836736,0.03320575221238938,15,1.15896,5.133333333333334,7,114,39,FALSE,A
"Adam Radkowski, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0002-3146-6212,NA,NA,NA,8,10,76.358,32.481,3203,199,URe2b3c335624648069b17ffb990aa3785,https://repo.ur.krakow.pl/info/author/URe2b3c335624648069b17ffb990aa3785?lang=pl&r=publication&tab=main,urk,profesor uczelni,0.38370854271356786,16.09547738693467,0.023839525444895412,NA,NA,NA,NA,NA,NA,NA,A
Marcin Rapacz,prof. dr hab. inż.,profesor,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-1071-1159,NA,NA,NA,12,25,321.942,109.389,5927,115,UR409a95a1881548afaaeab11231f10d0d,https://repo.ur.krakow.pl/info/author/UR409a95a1881548afaaeab11231f10d0d?lang=pl&r=publication&tab=main,urk,profesor,2.799495652173913,51.53913043478261,0.05431786738653619,175,2.552791900914634,4.88,34,4556,251,FALSE,A
Kinga Regdos,mgr inż.,asystent,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0283-4925,NA,NA,NA,NA,1,8.155,3.113,165,4,UR51bb9f32ee2245539a3254503f034ce4,https://repo.ur.krakow.pl/info/author/UR51bb9f32ee2245539a3254503f034ce4?lang=pl&r=publication&tab=main,urk,asystent,2.03875,41.25,0.04942424242424242,3,0.4344,5.666666666666667,1,6,12,FALSE,A
Dariusz Ropek,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0001-5193-7109,NA,NA,NA,1,7,36.434,17.292,1516,54,UR733f2e3d5a4f4d52a0510e3016fea041,https://repo.ur.krakow.pl/info/author/UR733f2e3d5a4f4d52a0510e3016fea041?lang=pl&r=publication&tab=main,urk,profesor,0.6747037037037037,28.074074074074073,0.024032981530343007,NA,NA,NA,NA,NA,NA,NA,A
"Urszula Sadowska, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0001-7511-0632,NA,NA,NA,10,11,65.077,29.832,2149,53,UR996ab15600ce43c3846945e34d1aeedd,https://repo.ur.krakow.pl/info/author/UR996ab15600ce43c3846945e34d1aeedd?lang=pl&r=publication&tab=main,urk,profesor uczelni,1.227867924528302,40.54716981132076,0.030282456956724057,61,1.2265737704918034,8.557377049180328,12,588,202,FALSE,A
